,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,sim_1,sim_2,sim_3,sim_4,sim_5,sim_6,sim_7,sim_8,sim_9,sim_10,sim_11,sim_12,sim_13,sim_14,sim_15,sim_16,sim_17,sim_18,sim_19,sim_20
162,162,16,836,2445,3647,3673,4809,5261,6356,6544,7187,7404,7630,7857,8428,8712,229,618,932,960,1.0,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3
163,163,1435,2144,831,3142,4796,7321,7439,7903,8532,2212,2830,2911,2983,3009,4332,4636,6248,6321,7460,1.0,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789
166,166,3466,1163,1700,2865,3350,5317,5938,7333,8406,8572,1274,3741,5381,6560,7964,336,1691,3564,4275,1.0,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2631174057921088,0.2236067977499789,0.2236067977499789,0.2236067977499789
172,172,337,1216,3134,3688,3840,6526,6758,7078,9204,806,2115,2129,2280,3486,4544,7441,7746,8661,161,1.0000000000000002,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2357022603955158
176,176,784,7602,855,2568,2832,4328,6192,6471,6999,8008,8202,8407,1292,3095,508,2805,7377,7648,3671,1.0000000000000002,0.3535533905932737,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.3015113445777636,0.2886751345948128,0.2886751345948128,0.2886751345948128,0.2886751345948128,0.2672612419124244
183,183,5251,8092,2399,8435,1331,3004,3983,4091,414,458,2017,2166,2967,3013,3800,4284,5350,7329,7417,1.0000000000000002,0.6666666666666667,0.5270462766947299,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848
190,190,6206,3465,7330,3909,6018,152,1715,2672,2803,3429,3782,4903,5770,6712,6848,7711,8506,817,2300,1.0000000000000002,0.7777777777777779,0.4216370213557839,0.2721655269759087,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2108185106778919,0.2108185106778919
191,191,117,1339,2994,6449,414,2017,2166,3800,5350,7329,7417,650,1625,2299,2582,2910,3718,3873,5295,1.0,0.4,0.4,0.4,0.4,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684
192,192,607,811,3012,4108,7405,2873,8595,2988,6176,6950,46,71,505,510,935,1038,1039,1123,1223,1.0,0.4,0.4,0.4,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
197,197,8560,2803,7843,5785,8106,620,1134,1662,4789,6075,6912,7526,302,1266,1403,2026,3567,4350,6009,1.0,0.4999999999999999,0.3535533905932737,0.2886751345948129,0.2672612419124243,0.2672612419124243,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
199,199,2164,2836,4244,5290,5945,6314,2303,1289,6013,8006,8347,211,709,1641,1918,2014,2035,3519,4226,1.0000000000000002,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
201,201,7329,1438,7859,191,1374,1703,2257,2994,3829,5722,6632,7051,7192,7485,8299,97,2165,2328,1395,1.0,0.3585685828003181,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.2581988897471611
210,210,5887,1108,2020,6229,8169,3288,3801,5714,5715,5921,6210,6211,6548,6673,7118,7419,8013,692,1545,1.0,0.2236067977499789,0.2,0.2,0.2,0.1290994448735805,0.1195228609334393,0.1195228609334393,0.1118033988749894,0.1118033988749894,0.1118033988749894,0.1118033988749894,0.1118033988749894,0.1118033988749894,0.1118033988749894,0.1118033988749894,0.1118033988749894,0.1118033988749894,0.1054092553389459,0.1054092553389459
211,211,6308,7188,7086,7912,1264,7433,1371,1979,4005,4425,888,2357,2615,2977,5370,6013,6404,8275,8347,1.0000000000000002,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3015113445777636,0.2886751345948128,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
215,215,3688,2115,3486,8661,5310,9170,1655,3550,5332,9310,112,134,307,395,398,592,648,1151,1154,1.0,0.4,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
217,217,82,1026,8017,1622,2152,2654,3008,3071,3231,4792,5251,5320,6389,6575,8485,229,546,808,832,1.0000000000000002,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919
218,218,4134,450,993,2334,2445,4790,4873,8565,2633,6998,1721,3004,3983,4091,414,458,2017,2166,2967,1.0000000000000002,0.3535533905932737,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3015113445777636,0.3015113445777636,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848
219,219,1913,2110,7245,8082,1941,3112,3137,3442,4304,4915,5863,6522,6973,8314,8544,409,1147,1297,1306,1.0,0.3162277660168379,0.3,0.3,0.2581988897471611,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919
223,223,633,800,1525,3780,4279,4461,5866,5983,6830,8739,2784,6234,2554,7617,6402,6710,7094,7170,8059,1.0000000000000002,0.4020151261036848,0.4020151261036848,0.4020151261036848,0.4020151261036848,0.4020151261036848,0.4020151261036848,0.4020151261036848,0.4020151261036848,0.4020151261036848,0.4020151261036848,0.3849001794597505,0.3849001794597505,0.3535533905932737,0.3535533905932737,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
224,224,897,910,1978,3827,5880,8269,1691,8160,899,989,1057,1382,1575,2949,3659,4400,6737,7602,8898,1.0,0.7,0.6,0.4,0.4,0.4,0.4,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379
225,225,1499,2106,7321,356,1703,2854,4546,6224,7893,3004,3983,4091,414,458,2017,2166,2967,3013,3800,1.0000000000000002,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848
229,229,4939,7417,7670,16,295,450,467,1838,2445,3647,3673,4809,5261,6356,6544,7187,7404,7630,7857,1.0,0.4,0.3585685828003181,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379
236,236,1182,3880,7865,2886,2681,3776,2129,3800,4544,6381,8520,2041,3442,3488,6522,7248,7322,8544,598,1.0000000000000002,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.3651483716701107,0.3333333333333334,0.3333333333333334,0.3086066999241838,0.3086066999241838,0.3086066999241838,0.3086066999241838,0.3086066999241838,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2721655269759087
253,253,648,4275,3550,84,932,1151,3840,4416,6190,7692,8119,8181,8406,1253,3343,8451,336,1428,3983,1.0,0.4,0.3354101966249684,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2631174057921088,0.2581988897471611,0.2581988897471611
255,255,631,1369,1625,2910,3873,4017,6423,1139,1612,7304,117,708,1127,2297,2994,3030,3712,4004,4788,1.0,0.5270462766947299,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4216370213557839,0.4216370213557839,0.4216370213557839,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
257,257,4926,633,1294,4461,6830,8739,223,827,5802,20,138,3212,3562,4607,6499,7037,7264,800,1525,1.0,0.4,0.3813850356982369,0.3813850356982369,0.3813850356982369,0.3813850356982369,0.3813850356982369,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2860387767736777
259,259,1906,6096,507,2679,6560,7207,8451,8663,8495,5159,7967,1778,2898,3759,4422,4909,6126,6633,7772,1.0000000000000002,0.3813850356982369,0.3813850356982369,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3481553119113957,0.3015113445777636,0.3015113445777636,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777
263,263,340,274,6105,7336,981,3254,3786,6994,8791,2285,3457,3814,5260,8632,134,136,296,964,1429,1.0000000000000002,0.4216370213557839,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919
274,274,7377,2280,7746,263,8632,378,626,1802,1803,7747,8220,8459,1801,2938,806,2115,2129,3486,4544,1.0000000000000002,0.3849001794597505,0.3779644730092272,0.3779644730092272,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.3015113445777636,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848
276,276,2328,1046,2972,4633,4648,1264,1979,1856,5892,6061,6249,32,41,733,1477,1546,1723,2102,2257,1.0,0.4564354645876385,0.4216370213557839,0.4,0.4,0.4,0.3651483716701108,0.3585685828003181,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
277,277,1258,4236,33,409,913,927,4133,5148,7094,7170,8111,1191,1217,1682,2164,2190,2370,3024,3162,1.0000000000000002,0.4216370213557839,0.4216370213557839,0.3535533905932737,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379
285,285,2037,4300,5070,8198,1264,2328,7547,8112,236,2681,3776,1979,2129,3089,4544,6381,6794,7417,8520,1.0,0.3,0.3,0.3,0.3,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787
286,286,619,1449,1787,1930,1962,3591,4542,6271,7552,7631,8466,6662,2129,4544,4971,9225,3488,4915,7322,1.0000000000000002,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2508726030021272,0.2461829819586655,0.2279211529192759,0.2279211529192759,0.2279211529192759,0.2279211529192759,0.2132007163556104,0.2132007163556104,0.2132007163556104
287,287,1043,1793,4126,2832,4328,1691,8160,1057,2949,7602,8898,224,615,656,897,910,1054,1056,1163,1.0,0.639009650422694,0.639009650422694,0.6,0.4,0.4,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
288,288,1030,3602,510,811,1170,3100,3947,3986,4238,4604,4662,6309,6317,6384,6587,6789,6878,7280,7681,1.0,0.4216370213557839,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
295,295,2994,809,3647,4809,6919,191,229,314,1290,1703,2466,7255,3004,3983,4091,414,458,2017,2166,1.0000000000000002,0.4216370213557839,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848
296,296,8629,2376,3659,5255,6592,224,897,938,1153,1180,1747,1938,3490,4419,7013,7467,8207,8406,8432,1.0,0.5,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
302,302,1134,4350,8106,197,1662,4578,5944,6075,6912,8560,1266,1287,1829,2458,2803,6249,7611,18,325,1.0000000000000002,0.3535533905932737,0.3333333333333333,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2108185106778919,0.2108185106778919
306,306,1145,4094,2693,2129,4544,3671,3488,7322,8544,3287,4320,636,817,1170,1724,2846,3982,4816,6758,1.0000000000000002,0.3813850356982369,0.3636363636363636,0.3481553119113957,0.3418817293789138,0.3418817293789138,0.3223291856101521,0.3198010745334156,0.3198010745334156,0.3198010745334156,0.3015113445777636,0.3015113445777636,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777
307,307,2441,7364,6526,4094,2115,3486,8661,5310,9170,337,828,1052,1208,1655,2263,3142,3550,5332,6037,1.0,0.7,0.5,0.4,0.3813850356982369,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379
308,308,1039,1791,4613,6400,6550,6596,633,3406,4108,6069,2873,8595,845,4291,5704,6174,6950,46,89,1.0000000000000002,0.3813850356982369,0.3813850356982369,0.3813850356982369,0.3813850356982369,0.3813850356982369,0.3813850356982369,0.3636363636363636,0.3481553119113957,0.3418817293789138,0.3344968040028363,0.3198010745334156,0.3198010745334156,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.2860387767736777,0.2860387767736777
310,310,2936,2554,384,1438,2555,2556,542,1611,2886,2328,1395,2240,4057,414,1979,2017,2166,2238,2354,1.0000000000000002,0.408248290463863,0.3535533905932737,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.2981423969999719,0.2886751345948128,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848
311,311,7547,4422,4506,6134,6396,7806,1100,7541,8112,806,2115,2129,2280,3486,4544,6794,7441,7746,8661,1.0,0.3651483716701108,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2738612787525831,0.2738612787525831,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787
313,313,6503,3523,7248,1046,1392,2443,3239,6249,0,131,671,785,1519,1546,1594,2102,2482,2658,2851,1.0000000000000002,0.3813850356982369,0.3198010745334156,0.3198010745334156,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777
314,314,7614,797,414,2017,2166,3800,5350,7329,7417,650,1625,2299,2582,2910,3873,5295,6018,295,631,1.0,0.4564354645876385,0.3813850356982369,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379
315,315,2006,3152,3826,414,2017,2166,3800,5350,7329,7417,650,1625,2299,2582,2910,3873,5295,6018,16,1.0,0.4,0.4,0.4,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379
320,320,7723,5508,229,618,701,733,789,960,3819,4157,4303,5149,5724,6048,6058,6123,6372,6734,7241,1.0,0.4,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
322,322,618,642,1492,6931,7744,5960,3225,3871,1371,2967,3761,5734,5785,5992,1342,1662,7406,7757,7881,1.0,0.3,0.3,0.3,0.3,0.3,0.2738612787525831,0.2631174057921088,0.2581988897471611,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789
